Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade_normalizada,Cidade
GENERAL MILLS BRASIL ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
SEARA ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
DACALDA ACUCAR E ALCOOL LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
FRANGOS PIONEIRO IND COM ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
MARPAS IND E COM DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
IZUMI INDUSTRIA E COMÉRCIO LTDA,ND,ND,ND,ND,Sub-Região 19,guapirama,Guapirama
SHV GÁS BRASIL LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
TECHNOLAV - LAVANDERIA INDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
INDUSTRIA DE COMPENSADOS SUDATI LTDA,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
J F DE LIMA INDÚSTRIA E COMÉRCIO DE BLOCOS E PAVERS LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,candido de abreu,Cândido de Abreu
PODIUM SERVIÇOS AMBIENTAIS LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
MAIALE TRANSPORTADORA E COMERCIO DE SUINOS LTDA - ME,ND,ND,ND,ND,Sub-Região 19,quatigua,Quatiguá
BBA INDUSTRIA OPOTERAPICA LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
DELLAI & DELLAI LTDA,ND,ND,ND,ND,Sub-Região 19,tomazina,Tomazina
IMPERIO DA ENERGIA - EIRELI,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
KLABIN S/A,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
AMBIPAR ENVIRONMENTAL SOLUTIONS - SOLUCOES AMBIENTAIS LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
J. M. AZEVEDO MERCEARIA - EIRELI -M,ND,ND,ND,ND,Sub-Região 19,jaboti,Jaboti
AGRO ALFA INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
SINDUS ANDRITZ LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
ASSOCIACAO DE PRODUCAO ORGANICA DO ASSENTAMENTO IMBAUZINHO TERRA E VID,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
CALCÁRIO GUAPIRAMA LTDA,ND,ND,ND,ND,Sub-Região 19,guapirama,Guapirama
TUCUMANN ENGENHARIA E EMPREENDIMENTOS LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,barra do jacare,Barra do Jacaré
COMPANHIA AGRICOLA USINA JACAREZINH O,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
FRANGOS PIONEIRO IND COM ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
DALLON METAIS E DERIVADOS EIRELI,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
V F DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
REICAFE COM IND EXP IMP DE CAFE LTD A,ND,ND,ND,ND,Sub-Região 19,pinhalao,Pinhalão
LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
FRANGOS PIONEIRO IND COM ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
SCOZY INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
CSC INDÚSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE CAFÉ LTDA,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
LATICINIOS CAROLINA LTDA,ND,ND,ND,ND,Desconhecida,ribeirao claro,Ribeirão Claro
SEARA ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
FRANGOS PIONEIRO INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
CERAMICA MARIM MAZZUCO LTDA,ND,ND,ND,ND,Desconhecida,candido de abreu,Cândido de Abreu
SEIDEL & ZEIDEL LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
M GAUGINSKI & CIA LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
RPA NUTRIÇÃO ANIMAL LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
GUAPIRAMA AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Sub-Região 19,guapirama,Guapirama
SIQUEIRA CAMPOS LOGISTICA DE ARMAZENAGEM LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
IND E COM DE LATICINIOS QUATIGUA LTDA,ND,ND,ND,ND,Sub-Região 19,quatigua,Quatiguá
PAULO LOPES PEREIRA & CIA LTDA - EPP,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
AIR LIQUIDE BRASIL LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
"UNIDESCART - IND, COM E FABRICACAO ARTEFATOS DE MAT PLASTICOS LTDA - E",ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
NORCAF COMERCIAL DE CAFES,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
CERTANO COMERCIAL DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
INDUSTRIA E COMERCIO DE PRODUTOS AGRICOLAS MENOSSI LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
IRACEMA - COMERCIO DE PRODUTOS NATURAIS E AGROPECUARIOS LTDA,ND,ND,ND,ND,Sub-Região 19,jaboti,Jaboti
PROTEN VIGA LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
PAVILLUZZO PAVIMENTACAO EIRELI,ND,ND,ND,ND,Sub-Região 19,tomazina,Tomazina
KEMIRA CHEMICALS BRASIL LTDA.,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
KARIMAR SUPERMERCADO LTDA,ND,ND,ND,ND,Sub-Região 19,carlopolis,Carlópolis
HAROLDO OTACILIO PEREIRA,ND,ND,ND,ND,Sub-Região 19,carlopolis,Carlópolis
POLIJAC INDUSTRIA E PROCESSAMENTO DE MATERIAIS PLASTICOS LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
FRIDERICH & HILARIO LTDA,ND,ND,ND,ND,Sub-Região 19,japira,Japira
LUIZA CONCEICAO DOS REIS,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
TEREZINHA SOARES NAGAKI & NAGAKI LTDA,ND,ND,ND,ND,Sub-Região 19,carlopolis,Carlópolis
L DOS SANTOS MERCEARIA ME,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
MARILDA RESOLEM SILVA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
COLORSIQ TINTAS LTDA - ME,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
CONSÓRCIO INTERMUNICIPAL PARA ATERRO SANITÁRIO ( SAP - PR),ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
"J. M. DE FARIA, MONTAGENS DE MAQUINAS E EQUIPAMENTOS LTDA",ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
"P. OLIVEIRA, OLIVEIRA & OLIVEIRA LT DA",ND,ND,ND,ND,Sub-Região 19,guapirama,Guapirama
JUAREZ ALVES,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
GESSI CARVALHO DA SILVA LEAL,ND,ND,ND,ND,Desconhecida,salto do itarare,Salto do Itararé
D.SABIÃO DOS SANTOS,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
J.P. DE OLIVEIRA COMÉRCIO DE SUBPRODUTOS ANIMAIS,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
AGROSANTOS PRODUTOS VETERINARIOS EIRELI - ME,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
MOCHON & SILVA LTDA,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
ACOSTA QUADRI & CIA LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
JOEL CARVALHO GOMES,ND,ND,ND,ND,Sub-Região 19,guapirama,Guapirama
LIECHOCKI & FAUSTINONI LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
MOLINI'S SUPERMERCADOS LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
DEBORA TOZO BERMUDES & CIA LTDA,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
DIMAS DIOGENES H JUNIOR,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
CADORA COM DE ALIMENTOS NATURAIS LT DA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
MARLENE GOIS DE PAULA SUBTIL,ND,ND,ND,ND,Sub-Região 19,ibaiti,Ibaiti
RURAL FELIX COMERCIO E REPRESENTACOES,ND,ND,ND,ND,Desconhecida,siqueira campos,Siqueira Campos
G M NASSAR & CIA LTDA,ND,ND,ND,ND,Desconhecida,joaquim tavora,Joaquim Távora
LUZIANE PIRES DAS CHAGAS - ME,ND,ND,ND,ND,Desconhecida,santo antonio do paraiso,Santo Antônio do Paraíso
SUPERMERCADO NAGASSAWA LTDA,ND,ND,ND,ND,Sub-Região 19,cambara,Cambará
SUPERMERCADO O KILÃO LTDA,ND,ND,ND,ND,Sub-Região 19,jacarezinho,Jacarezinho
ALBERTO ALFERES E FILHOS LTDA,ND,ND,ND,ND,Sub-Região 19,tomazina,Tomazina
AGRANTIS FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 21,ortigueira,Ortigueira
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,santa cecilia do pavao,Santa Cecília do Pavão
JBO INDUSTRIA MECANICA LTDA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,assai,Assaí
LATICINIOS BELLA BUFULA LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
NIPPONUTRI INDUSTRIA E DISTRIBUIDORA DE PRODUTOS NATURAIS,ND,ND,ND,ND,Sub-região 18,assai,Assaí
ADVALDO DIAS DE SOUZA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
FARMÁCIA E DROGARIA NOVA FARMA LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
RIVA REPRESENTAÇÕES COMERCIAIS S/C LTDA,ND,ND,ND,ND,Desconhecida,ribeirao do pinhal,Ribeirão do Pinhal
KREULICH E KRAULICH LIMITADA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
SEVEN COMERCIO E TERCEIRIZACAO EIRELI,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
SANCHES E VECCHIATE LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
AGROGRANDE AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
PADARIA E CONFEITARIA DA LA PLATA LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
"VILELA, VILELA & CIA LTDA",ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
SUPERMERCADOS CIDADE CANCAO LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
"VENDRAMETTO, NISHIYAMA & CIA LTDA",ND,ND,ND,ND,Sub-região 18,assai,Assaí
HOTEL E RESTAURANTE CONGONHAS LTDA - ME,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
MOLINI'S SUPERMERCADO LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
T H RODRIGUES & CIA LTDA,ND,ND,ND,ND,Sub-região 18,itambaraca,Itambaracá
COOPERMOTA COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
COTONIFICIO ANDIRA SA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
B M V AGRO AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 18,itambaraca,Itambaracá
JUMBO TRATAMENTO TÉRMICO IND. MECÂNICA LTDA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
SANTOS ANDIRA INDUSTRIA MOVEIS LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
MITRISO AGRICOLA LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
FLORÃO ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
CASA MISERICORDIA DE CORNELIO PROCO PIO,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,sao sebastiao da amoreira,São Sebastião da Amoreira
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,rancho alegre,Rancho Alegre
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,sertaneja,Sertaneja
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,santa cecilia do pavao,Santa Cecília do Pavão
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,sao sebastiao da amoreira,São Sebastião da Amoreira
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,nova santa barbara,Nova Santa Bárbara
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,sao jeronimo da serra,São Jerônimo da Serra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,ribeirao do pinhal,Ribeirão do Pinhal
PALMINDAYA COSMÉTICOS LTDA,ND,ND,ND,ND,Desconhecida,santa mariana,Santa Mariana
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
IGUAÇUMEC ELETRONICA LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
BRAUNER E FILHOS LTDA EPP,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
COMTRAFO INDÚSTRIA DE TRANSFORMADORES ELÉTRICOS S.A.,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
CAFEEIRA GUIDELLI LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
OLEOVEG S/A - INDÚSTRIA E COMÉRCIO DE ÓLEOS VEGETAIS,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 18,urai,Uraí
REINATA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 18,urai,Uraí
VILELA VILELA & CIA LTDA,ND,ND,ND,ND,Desconhecida,nova fatima,Nova Fátima
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
INSTITUTO NACIONAL DE PROCESSAMENTO DE EMBALAGENS VAZIAS - INPEV,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
PECUARIA SELETIVA BEKA LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
CIA IGUAÇÚ DE CAFÉ SOLÚVEL,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
USINA BENEF LEITE BANDEIRANTES LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
TOMITA ITAMURA COM PROD AGROPEC LTD A,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,santa amelia,Santa Amélia
MONSANTO DO BRASIL LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
CARDOSO CARDOSO E CIA LTDA.,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
COOP PRODUTORA DE PROD DE ORIGEM AN IMAL,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
CAFEEIRA IRMAOS ALVES LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
TORCOMP USINAGEM E COMPONENTES LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
AGROPECUARIA OURO BRANCO LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
ADAN-ASSOC DISTR AGROQ NORTE PARANA ENSE,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
TOMITA ITIMURA COMÉRCIO DE PRODUTOS AGRO-PECUÁRIOS LTDA,ND,ND,ND,ND,Sub-região 18,urai,Uraí
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,urai,Uraí
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,santa cecilia do pavao,Santa Cecília do Pavão
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,assai,Assaí
COROL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,andira,Andirá
FRUTAS TOMITA ITAMURA LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
"VILELA, VILELA & CIA LTDA",ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
"VILELA, VILELA & CIA LTDA",ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
SANLUCA AGRO COMERCIAL LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
FRANGOS PIONEIRO INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,ribeirao do pinhal,Ribeirão do Pinhal
BARTIRA AGROPECUÁRIA S/A,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
SEMENTES BONAMIGO LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
"VILELA, VILELA & CIA LTDA",ND,ND,ND,ND,Desconhecida,sao sebastiao da amoreira,São Sebastião da Amoreira
GRAFICA NOVA FATIMA LTDA.,ND,ND,ND,ND,Desconhecida,nova fatima,Nova Fátima
YAZAKI DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
BELAGRICOLA COM. E REP. DE PRODUTOS AGRICOLAS LTDA,ND,ND,ND,ND,Sub-região 18,sertaneja,Sertaneja
HF AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
IMBAUBA LATICINIOS LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
ECOAXIAL AGROPECUARIA LTDA,ND,ND,ND,ND,Desconhecida,sao sebastiao da amoreira,São Sebastião da Amoreira
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,sao sebastiao da amoreira,São Sebastião da Amoreira
CERRADO INSUMOS AGRICOLAS LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
CERRADO INSUMOS AGRICOLAS LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
GIUSEPPETTE GARCIA & G SILVA LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
J C LOURENÇO & CIA LTDA ME,ND,ND,ND,ND,Sub-região 18,abatia,Abatiá
JC COMERCIO E ARMAZEM GERAIS LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
RENALDO LUIZ RIBEIRO,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
JAIR TOZO JUNIOR & CIA LTDA,ND,ND,ND,ND,Desconhecida,ribeirao do pinhal,Ribeirão do Pinhal
J P MESQUITA & CIA LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
ANDERSON MARCIO DE SOUSA - SUPERMERCADOS,ND,ND,ND,ND,Desconhecida,nova fatima,Nova Fátima
TRATE TRATAMENTO TERMICO LTDA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
EMERSON DE PAULA PETRINI - ME,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
MOLINI'S SUPERMERCADO LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
MOUNIR YUSSEF HAGE & CIA LTDA,ND,ND,ND,ND,Desconhecida,sao sebastiao da amoreira,São Sebastião da Amoreira
FIGORIFICO DE PESCADO - CORNELIO PROCOPIO,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
EMPRESA PRINCESA DO NORTE S.A.,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
TRATE TRATAMENTO TERMICO LTDA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
NUTRI E EQUILIBRIO PANIFICACAO LTDA,ND,ND,ND,ND,Sub-região 18,sapopema,Sapopema
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
M BENEDITO GÊNEROS ALIMENTICIOS,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
GUSTAVO LACERDA AZZOLINI,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
KASUL ATACADISTA LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
SATO SUPERMERCADOS,ND,ND,ND,ND,Sub-região 18,assai,Assaí
LINDAURA URIAS AFONSO ME,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
IRMÃOS DALAQUA LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
M AGNOLETTI PEREIRA & CIA LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
SUPERMERCADO ALVORADA DO SUL LTDA ME,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
"CANUTO, CANUTO & PALHARES LTDA - EP",ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
"VILELA, VILELA & CIA LTDA",ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
JOÃO MARTINS FERREIRA ME,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
RAIA DROGASIL S/A,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
AGRO FARMACEUTICA BRASILEIRA LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
ATACADO BARBOSA E ALVES LTDA,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
COMPANHIA SULAMERICANA DE DISTRIBUIÇÃO,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
PARCERIA PRODUTOS AGROPECUARAIOS LTDA - ME,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,nova fatima,Nova Fátima
SINUS HARMANNUS LOMAN & CIA LTDA,ND,ND,ND,ND,Desconhecida,santo antonio da platina,Santo Antônio da Platina
S L E ALBERTINI ALMEIDA COMPANHIA L TDA,ND,ND,ND,ND,Sub-região 18,sertaneja,Sertaneja
ZANONI & HOLZMANN LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
WALTER FERNANDES & CIA LTDA ME,ND,ND,ND,ND,Sub-região 18,urai,Uraí
COMPANHIA SULAMERICANA DE DISTRIBUTAÇÃO,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
CIA IGUAÇÚ DE CAFÉ SOLÚVEL,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
TECMARCA INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 18,assai,Assaí
LISBOA SUPERMERCADO LTDA,ND,ND,ND,ND,Sub-região 18,sertaneja,Sertaneja
TECMAT COMÉRCIO DE MATERIAIS DE INFORMÁTICA LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
CARMEN T.C.S. BRAUNER,ND,ND,ND,ND,Sub-região 18,bandeirantes,Bandeirantes
RAIA DROGASIL S/A,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
AUTOMATIC INSTRUMENTOS DE PRECISÃO LTDA,ND,ND,ND,ND,Desconhecida,cornelio procopio,Cornélio Procópio
DEIKA GENEROS ALIMENTICIOS LTDA,ND,ND,ND,ND,Sub-região 18,andira,Andirá
14 BRASIL TELECOM CELULAR S A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
21.200.612 EVERTON SIMOES DE OLIVEIRA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
3 C COM DE CARNES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
3PL BRASIL LOGISTICA S.A.,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
A ANGELONI & CIA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
A C COMERCIAL IMP E EXP LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
A C F CARLOS CARVALHO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
A C RIBAS COMERCIO TEXTIL LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
